ID	Family	taxa	Trait	Data	DataType	Method	Source	Region2	Redundancy
C01224	Lamiaceae	Sideritis angustifolia	SeedMass	very light	semi-quantitative	experience	Valencia	W	NA
E04068	Lamiaceae	Sideritis hirsuta	DispMode	autochory	categorical	general reference	Bolos1984	W	NA
E04122	Lamiaceae	Sideritis hirsuta	FruitType	dry	categorical	general reference	Valdes1987	W	NA
S00496	Lamiaceae	Sideritis hirsuta	HeatStimGerm	unaffected/_MH	semi-quantitative conditional	measure	Luna2007a	W	NA
E04204	Lamiaceae	Sideritis hirsuta	Height	0.5	quantitative	general reference	Bolos1984	W	NA
E04314	Lamiaceae	Sideritis hirsuta	LeafPhenology	evergreen	categorical	general reference	Valdes1987	W	NA
E04353	Lamiaceae	Sideritis hirsuta	LeafShape	broad	categorical	general reference	Valdes1987	W	NA
E04408	Lamiaceae	Sideritis hirsuta	LeafSize	small	semi-quantitative	measure	Cuenca	W	NA
E04574	Lamiaceae	Sideritis hirsuta	Propagule	fruit	categorical	general reference	Valdes1987	W	NA
E02171	Lamiaceae	Sideritis hirsuta	RespFire	yes	categorical	experience	SBarcelona	W	NA
R00052	Lamiaceae	Sideritis hirsuta	RespFire	yes	categorical	measure	Papio1988	W	NA
C07637	Lamiaceae	Sideritis hirsuta	RespFire	yes	categorical	measure	Luna2007a	W	NA
R02859	Lamiaceae	Sideritis hirsuta	SeedlEmerg	yes	categorical	measure	Papio1988	W	NA
E02172	Lamiaceae	Sideritis hirsuta	SeedlEmerg	yes	categorical	experience	SBarcelona	W	NA
E04805	Lamiaceae	Sideritis hirsuta	SeedMass	1.31	quantitative	measure	Cuenca	W	NA
E03279	Lamiaceae	Stachys cretica	DispMode	autochory	categorical	compilation	Kazanis2005	E	NA
E03280	Lamiaceae	Stachys cretica	FruitType	dry	categorical	general reference	Tutin1964	U	NA
E03281	Lamiaceae	Stachys cretica	Height	0.3	quantitative	general reference	Tutin1964	U	NA
E03283	Lamiaceae	Stachys cretica	LeafSize	medium	semi-quantitative	experience	Attica	E	NA
E03286	Lamiaceae	Stachys cretica	Propagule	seed	categorical	experience	Attica	E	NA
R00691	Lamiaceae	Stachys cretica	RespFire	no	categorical	compilation	Kazanis2004a	E	223
E03287	Lamiaceae	Stachys cretica	RespFire	no	semi-quantitative	compilation	Kazanis2005	E	223
E03288	Lamiaceae	Stachys cretica	SeedBank	soil	categorical	compilation	Kazanis2005	E	NA
E05206	Lamiaceae	Stachys cretica	SeedBankLong	persistent/unk	semi-quantitative conditional	compilation	Kazanis2005	E	NA
E03289	Lamiaceae	Stachys cretica	SeedlEmerg	high	semi-quantitative	compilation	Kazanis2005	E	NA
R03396	Lamiaceae	Stachys cretica	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
C05498	Lamiaceae	Stachys officinalis	DispMode	hydrochory	categorical	compilation	Trabaud1992	U	NA
R00216	Lamiaceae	Stachys officinalis	RespFire	yes	categorical	experience	Trabaud1992	W	NA
C02184	Lamiaceae	Stachys officinalis	SeedBankLong	transient/unk	semi-quantitative conditional	compilation	Cerabolini2003	C	NA
R02984	Lamiaceae	Stachys officinalis	SeedlEmerg	yes	categorical	experience	Trabaud1992	W	NA
C02034	Lamiaceae	Stachys officinalis	SeedMass	0.98	quantitative	measure	Cerabolini2003	C	NA
C04611	Lamiaceae	Stachys spruneri	RespFire	yes	categorical	measure	Thanos1996	E	NA
C04612	Lamiaceae	Stachys spruneri	SeedlEmerg	no	categorical	measure	Thanos1996	E	NA
E00780	Lamiaceae	Teucrium carthaginense	FruitType	dry	categorical	experience	Murcia	W	NA
S00025	Lamiaceae	Teucrium carthaginense	HeatStimGerm	unaffected/LM_	semi-quantitative conditional	measure	Buhk2006a	W	NA
E00782	Lamiaceae	Teucrium carthaginense	Height	0.25	quantitative	measure	Murcia	W	NA
E00784	Lamiaceae	Teucrium carthaginense	LeafPhenology	evergreen	categorical	experience	Murcia	W	NA
E00785	Lamiaceae	Teucrium carthaginense	LeafShape	broad	categorical	experience	Murcia	W	NA
E00787	Lamiaceae	Teucrium carthaginense	Propagule	fruit	categorical	experience	Murcia	W	NA
R00336	Lamiaceae	Teucrium carthaginense	RespFire	no	categorical	measure	Buhk2005a	W	NA
R00400	Lamiaceae	Teucrium carthaginense	RespFire	yes	categorical	measure	Buhk2006a	W	NA
C04235	Lamiaceae	Teucrium carthaginense	SeedBankLong	transient/dor	semi-quantitative conditional	measure	Buhk2006a	W	NA
E00789	Lamiaceae	Teucrium carthaginense	SeedlEmerg	low	semi-quantitative	measure	Murcia	W	788
R03104	Lamiaceae	Teucrium carthaginense	SeedlEmerg	yes	categorical	measure	Buhk2005a	W	788
E03983	Lamiaceae	Teucrium chamaedrys	BudSource	rhizomes or roots	categorical	experience	Cuenca	W	NA
E04072	Lamiaceae	Teucrium chamaedrys	DispMode	autochory	categorical	general reference	Bolos1984	W	NA
C05481	Lamiaceae	Teucrium chamaedrys	DispMode	hydrochory	categorical	compilation	Trabaud1992	U	NA
E04126	Lamiaceae	Teucrium chamaedrys	FruitType	dry	categorical	general reference	Valdes1987	W	NA
E04208	Lamiaceae	Teucrium chamaedrys	Height	0.3	quantitative	general reference	Bolos1984	W	NA
E04318	Lamiaceae	Teucrium chamaedrys	LeafPhenology	evergreen	categorical	general reference	Valdes1987	W	NA
E04357	Lamiaceae	Teucrium chamaedrys	LeafShape	broad	categorical	general reference	Valdes1987	W	NA
E04412	Lamiaceae	Teucrium chamaedrys	LeafSize	small	semi-quantitative	measure	Cuenca	W	NA
C06632	Lamiaceae	Teucrium chamaedrys	MatResp	early	semi-quantitative	measure	Trabaud1985b	W	NA
E04578	Lamiaceae	Teucrium chamaedrys	Propagule	fruit	categorical	general reference	Valdes1987	W	NA
R01345	Lamiaceae	Teucrium chamaedrys	RespFire	no	categorical	compilation	Ferran1998	W	NA
R00070	Lamiaceae	Teucrium chamaedrys	RespFire	yes	categorical	measure	Papio1988	W	36
C07362	Lamiaceae	Teucrium chamaedrys	RespFire	yes	categorical	experience	Alberdi2002	W	NA
E04628	Lamiaceae	Teucrium chamaedrys	RespFire	yes	categorical	experience	Cuenca	W	NA
R00199	Lamiaceae	Teucrium chamaedrys	RespFire	yes	categorical	experience	Trabaud1992	W	NA
R00974	Lamiaceae	Teucrium chamaedrys	RespFire	yes	categorical	compilation	Cuco1987	W	36
C08078	Lamiaceae	Teucrium chamaedrys	RootDepth	0.37	quantitative	measure	GuerreroCampo2006	W	NA
C02397	Lamiaceae	Teucrium chamaedrys	SeedBank	soil	categorical	compilation	Cerabolini2003	C	NA
C02431	Lamiaceae	Teucrium chamaedrys	SeedBankLong	mid-persistent/unk	semi-quantitative conditional	compilation	Cerabolini2003	C	NA
E04687	Lamiaceae	Teucrium chamaedrys	SeedlEmerg	no	categorical	measure	Cuenca	W	NA
C07452	Lamiaceae	Teucrium chamaedrys	SeedlEmerg	no	categorical	experience	Alberdi2002	W	NA
R02877	Lamiaceae	Teucrium chamaedrys	SeedlEmerg	no	categorical	measure	Papio1988	W	61
R03670	Lamiaceae	Teucrium chamaedrys	SeedlEmerg	no	categorical	compilation	Cuco1987	W	61
R03945	Lamiaceae	Teucrium chamaedrys	SeedlEmerg	yes	categorical	compilation	Ferran1998	W	NA
R02967	Lamiaceae	Teucrium chamaedrys	SeedlEmerg	no	categorical	experience	Trabaud1992	W	NA
C02363	Lamiaceae	Teucrium chamaedrys	SeedMass	1.17	quantitative	measure	Cerabolini2003	C	NA
E04809	Lamiaceae	Teucrium chamaedrys	SeedMass	4.3	quantitative	measure	Cuenca	W	NA
C06844	Lamiaceae	Teucrium creticum	RespFire	yes	categorical	compilation	Arianoutsou2000	M	NA
C06954	Lamiaceae	Teucrium creticum	SeedlEmerg	yes	categorical	compilation	Arianoutsou2000	M	NA
P00181	Lamiaceae	Teucrium divaricatum	RespFire	yes	categorical	experience	Arianoutsou1984	E	NA
C04613	Lamiaceae	Teucrium divaricatum	RespFire	yes	categorical	measure	Thanos1996	E	NA
R00604	Lamiaceae	Teucrium divaricatum	RespFire	no	categorical	compilation	Kazanis2004a	E	NA
C06682	Lamiaceae	Teucrium divaricatum	RespFire	yes	categorical	compilation	Arianoutsou2000	E	NA
C03292	Lamiaceae	Teucrium divaricatum	RespFire	yes	categorical	measure	Arianoutsou1982	E	NA
C06845	Lamiaceae	Teucrium divaricatum	RespFire	yes	categorical	compilation	Arianoutsou2000	M	NA
C06955	Lamiaceae	Teucrium divaricatum	SeedlEmerg	yes	categorical	compilation	Arianoutsou2000	M	NA
C04614	Lamiaceae	Teucrium divaricatum	SeedlEmerg	no	categorical	measure	Thanos1996	E	NA
C06760	Lamiaceae	Teucrium divaricatum	SeedlEmerg	yes	categorical	compilation	Arianoutsou2000	E	NA
R03309	Lamiaceae	Teucrium divaricatum	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
E05542	Lamiaceae	Teucrium divaricatum ssp. divaricatum	RespFire	no	categorical	experience	Marmaris	M	NA
E04070	Lamiaceae	Teucrium expassum	DispMode	autochory	categorical	general reference	Bolos1984	W	NA
E04124	Lamiaceae	Teucrium expassum	FruitType	dry	categorical	general reference	Valdes1987	W	NA
S00499	Lamiaceae	Teucrium expassum	HeatStimGerm	unaffected/_MH	semi-quantitative conditional	measure	Luna2007a	W	NA
E04206	Lamiaceae	Teucrium expassum	Height	0.2	quantitative	general reference	Bolos1984	W	NA
E04316	Lamiaceae	Teucrium expassum	LeafPhenology	evergreen	categorical	general reference	Valdes1987	W	NA
E04355	Lamiaceae	Teucrium expassum	LeafShape	linear	categorical	general reference	Valdes1987	W	NA
E04410	Lamiaceae	Teucrium expassum	LeafSize	very small	semi-quantitative	measure	Cuenca	W	NA
E04576	Lamiaceae	Teucrium expassum	Propagule	fruit	categorical	general reference	Valdes1987	W	NA
C07639	Lamiaceae	Teucrium expassum	RespFire	no	categorical	measure	Luna2007a	W	NA
E04807	Lamiaceae	Teucrium expassum	SeedMass	1.41	quantitative	measure	Cuenca	W	NA
C03202	Lamiaceae	Teucrium fruticans	BudSource	others	categorical	measure	Cabezudo1995	W	NA
E02394	Lamiaceae	Teucrium fruticans	BudSource	rhizomes or roots	categorical	experience	Gibraltar	W	NA
C04511	Lamiaceae	Teucrium fruticans	RespFire	yes	categorical	compilation	Andres2002	W	112
C03168	Lamiaceae	Teucrium fruticans	RespFire	yes	categorical	measure	Cabezudo1995	W	NA
R00093	Lamiaceae	Teucrium fruticans	RespFire	yes	categorical	measure	Ojeda1996b	W	112
E02393	Lamiaceae	Teucrium fruticans	RespFire	yes	categorical	experience	Gibraltar	W	112
C01802	Lamiaceae	Teucrium fruticans	SeedBankLong	transient/veg	semi-quantitative conditional	measure	DiazVilla2003	W	NA
C03232	Lamiaceae	Teucrium fruticans	SeedlEmerg	no	categorical	measure	Cabezudo1995	W	NA
R02900	Lamiaceae	Teucrium fruticans	SeedlEmerg	no	categorical	measure	Ojeda1996b	W	NA
E03982	Lamiaceae	Teucrium gnaphalodes	BudSource	rhizomes or roots	categorical	experience	Cuenca	W	NA
E04071	Lamiaceae	Teucrium gnaphalodes	DispMode	autochory	categorical	general reference	Bolos1984	W	NA
E04125	Lamiaceae	Teucrium gnaphalodes	FruitType	dry	categorical	general reference	Valdes1987	W	NA
S00500	Lamiaceae	Teucrium gnaphalodes	HeatStimGerm	unaffected/_MH	semi-quantitative conditional	measure	Luna2007a	W	NA
E04207	Lamiaceae	Teucrium gnaphalodes	Height	0.2	quantitative	general reference	Bolos1984	W	NA
E04317	Lamiaceae	Teucrium gnaphalodes	LeafPhenology	evergreen	categorical	general reference	Valdes1987	W	NA
E04356	Lamiaceae	Teucrium gnaphalodes	LeafShape	linear	categorical	general reference	Valdes1987	W	NA
E04411	Lamiaceae	Teucrium gnaphalodes	LeafSize	very small	semi-quantitative	measure	Cuenca	W	NA
E04577	Lamiaceae	Teucrium gnaphalodes	Propagule	fruit	categorical	general reference	Valdes1987	W	NA
C07640	Lamiaceae	Teucrium gnaphalodes	RespFire	yes	categorical	measure	Luna2007a	W	NA
E04808	Lamiaceae	Teucrium gnaphalodes	SeedMass	2.02	quantitative	measure	Cuenca	W	NA
C05683	Lamiaceae	Teucrium polium	BudSource	root crown	categorical	experience	Valencia	W	NA
C05684	Lamiaceae	Teucrium polium	BudSource	roots	categorical	experience	Valencia	W	NA
C01319	Lamiaceae	Teucrium polium	FruitType	dry	categorical	experience	Valencia	W	NA
C00301	Lamiaceae	Teucrium polium	Height	0.18	quantitative	measure	Valencia	W	NA
C00548	Lamiaceae	Teucrium polium	LeafPhenology	evergreen	categorical	experience	Valencia	W	NA
C00777	Lamiaceae	Teucrium polium	LeafShape	broad	categorical	experience	Valencia	W	NA
C00872	Lamiaceae	Teucrium polium	LeafSize	21.4	quantitative	measure	Valencia	W	NA
C01412	Lamiaceae	Teucrium polium	Propagule	seed	categorical	experience	Valencia	W	NA
C04965	Lamiaceae	Teucrium polium	RespClip	yes	categorical	measure	Valencia	W	NA
C03293	Lamiaceae	Teucrium polium	RespFire	yes	categorical	measure	Arianoutsou1982	E	NA
P00177	Lamiaceae	Teucrium polium	RespFire	yes	categorical	experience	Arianoutsou1984	E	NA
R01040	Lamiaceae	Teucrium polium	RespFire	yes	categorical	measure	Abad1996	W	NA
C04615	Lamiaceae	Teucrium polium	RespFire	yes	categorical	measure	Thanos1996	E	NA
P00176	Lamiaceae	Teucrium polium	RespFire	yes	categorical	compilation	Arianoutsou1998	E	NA
R00975	Lamiaceae	Teucrium polium	RespFire	yes	categorical	compilation	Cuco1987	W	619
E05544	Lamiaceae	Teucrium polium	RespFire	yes	categorical	experience	Turkmen2005	M	NA
R03671	Lamiaceae	Teucrium polium	SeedlEmerg	yes	categorical	compilation	Cuco1987	W	685
C04616	Lamiaceae	Teucrium polium	SeedlEmerg	no	categorical	measure	Thanos1996	E	NA
R03740	Lamiaceae	Teucrium polium	SeedlEmerg	no	categorical	measure	Abad1996	W	NA
C01177	Lamiaceae	Teucrium polium	SeedMass	very light	semi-quantitative	experience	Valencia	W	NA
C10814	Lamiaceae	Teucrium polium	SeedMass	0.67	quantitative	measure	Valencia	W	NA
E02976	Lamiaceae	Teucrium polium ssp. capitatum	BudSource	root crown	categorical	experience	Attica	E	NA
E04069	Lamiaceae	Teucrium polium ssp. capitatum	DispMode	autochory	categorical	general reference	Bolos1984	W	NA
E02978	Lamiaceae	Teucrium polium ssp. capitatum	DispMode	autochory	categorical	compilation	Kazanis2005	E	NA
E04123	Lamiaceae	Teucrium polium ssp. capitatum	FruitType	dry	categorical	general reference	Valdes1987	W	NA
E02979	Lamiaceae	Teucrium polium ssp. capitatum	FruitType	dry	categorical	general reference	Tutin1964	U	NA
P00051	Lamiaceae	Teucrium polium ssp. capitatum	HeatStimGerm	moderate/LMH	semi-quantitative conditional	measure	Moreira2010	W	NA
S00498	Lamiaceae	Teucrium polium ssp. capitatum	HeatStimGerm	unaffected/_MH	semi-quantitative conditional	measure	Luna2007a	W	NA
E04205	Lamiaceae	Teucrium polium ssp. capitatum	Height	0.4	quantitative	general reference	Bolos1984	W	NA
E02980	Lamiaceae	Teucrium polium ssp. capitatum	Height	0.3	quantitative	general reference	Tutin1964	U	NA
E02983	Lamiaceae	Teucrium polium ssp. capitatum	LeafPhenology	drought semi-deciduous	categorical	experience	Attica	E	NA
E04315	Lamiaceae	Teucrium polium ssp. capitatum	LeafPhenology	evergreen	categorical	general reference	Valdes1987	W	NA
E02975	Lamiaceae	Teucrium polium ssp. capitatum	LeafShape	broad	categorical	experience	Attica	E	NA
E04354	Lamiaceae	Teucrium polium ssp. capitatum	LeafShape	linear	categorical	general reference	Valdes1987	W	NA
E02984	Lamiaceae	Teucrium polium ssp. capitatum	LeafSize	small	semi-quantitative	compilation	Arianoutsou1988	E	NA
E04409	Lamiaceae	Teucrium polium ssp. capitatum	LeafSize	very small	semi-quantitative	measure	Cuenca	W	NA
P00023	Lamiaceae	Teucrium polium ssp. capitatum	OtherCues	unaffected/smk	semi-quantitative conditional	measure	Moreira2010	W	NA
E02987	Lamiaceae	Teucrium polium ssp. capitatum	Propagule	seed	categorical	experience	Attica	E	NA
E04575	Lamiaceae	Teucrium polium ssp. capitatum	Propagule	fruit	categorical	general reference	Valdes1987	W	NA
R00603	Lamiaceae	Teucrium polium ssp. capitatum	RespFire	no	categorical	compilation	Kazanis2004a	E	NA
C07638	Lamiaceae	Teucrium polium ssp. capitatum	RespFire	no	categorical	measure	Luna2007a	W	NA
E02974	Lamiaceae	Teucrium polium ssp. capitatum	RespFire	low	semi-quantitative	experience	Attica	E	NA
E02989	Lamiaceae	Teucrium polium ssp. capitatum	SeedBank	soil	categorical	experience	Attica	E	NA
E05199	Lamiaceae	Teucrium polium ssp. capitatum	SeedBankLong	persistent/unk	semi-quantitative conditional	experience	Attica	E	NA
C02677	Lamiaceae	Teucrium polium ssp. capitatum	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Buhk2005b	W	NA
R03308	Lamiaceae	Teucrium polium ssp. capitatum	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	358
E04686	Lamiaceae	Teucrium polium ssp. capitatum	SeedlEmerg	no	categorical	measure	Cuenca	W	NA
E02990	Lamiaceae	Teucrium polium ssp. capitatum	SeedlEmerg	no	semi-quantitative	compilation	Kazanis2005	E	358
C04997	Lamiaceae	Teucrium polium ssp. capitatum	SeedMass	3.65	quantitative	measure	BLlavors2001	W	NA
E04806	Lamiaceae	Teucrium polium ssp. capitatum	SeedMass	1.08	quantitative	measure	Cuenca	W	NA
C00224	Lamiaceae	Teucrium polium ssp. polium	Height	0.5	quantitative	general reference	Mateo1990	W	NA
C08079	Lamiaceae	Teucrium polium ssp. polium	RootDepth	0.43	quantitative	measure	GuerreroCampo2006	W	NA
E04073	Lamiaceae	Teucrium pseudochamaepitys	DispMode	autochory	categorical	general reference	Bolos1984	W	NA
E00791	Lamiaceae	Teucrium pseudochamaepitys	FruitType	dry	categorical	experience	Murcia	W	NA
E04127	Lamiaceae	Teucrium pseudochamaepitys	FruitType	dry	categorical	general reference	Valdes1987	W	NA
C01328	Lamiaceae	Teucrium pseudochamaepitys	FruitType	dry	categorical	experience	Valencia	W	NA
S00026	Lamiaceae	Teucrium pseudochamaepitys	HeatStimGerm	unaffected/L_H	semi-quantitative conditional	measure	Buhk2006a	W	NA
C00235	Lamiaceae	Teucrium pseudochamaepitys	Height	0.3	quantitative	general reference	Mateo1990	W	NA
E00793	Lamiaceae	Teucrium pseudochamaepitys	Height	0.2	quantitative	measure	Murcia	W	NA
E04209	Lamiaceae	Teucrium pseudochamaepitys	Height	0.3	quantitative	general reference	Bolos1984	W	NA
E04319	Lamiaceae	Teucrium pseudochamaepitys	LeafPhenology	evergreen	categorical	general reference	Valdes1987	W	NA
C00553	Lamiaceae	Teucrium pseudochamaepitys	LeafPhenology	evergreen	categorical	experience	Valencia	W	NA
E00795	Lamiaceae	Teucrium pseudochamaepitys	LeafShape	linear	categorical	experience	Murcia	W	NA
C00786	Lamiaceae	Teucrium pseudochamaepitys	LeafShape	linear	categorical	experience	Valencia	W	NA
E04358	Lamiaceae	Teucrium pseudochamaepitys	LeafShape	linear	categorical	general reference	Valdes1987	W	NA
C00881	Lamiaceae	Teucrium pseudochamaepitys	LeafSize	small	semi-quantitative	experience	Valencia	W	NA
E04413	Lamiaceae	Teucrium pseudochamaepitys	LeafSize	small	semi-quantitative	measure	Cuenca	W	NA
C01421	Lamiaceae	Teucrium pseudochamaepitys	Propagule	seed	categorical	experience	Valencia	W	NA
E00797	Lamiaceae	Teucrium pseudochamaepitys	Propagule	fruit	categorical	experience	Murcia	W	NA
E04579	Lamiaceae	Teucrium pseudochamaepitys	Propagule	fruit	categorical	general reference	Valdes1987	W	NA
R00401	Lamiaceae	Teucrium pseudochamaepitys	RespFire	yes	categorical	measure	Buhk2006a	W	83
R00864	Lamiaceae	Teucrium pseudochamaepitys	RespFire	yes	categorical	experience	Trabaud1997	W	NA
R00337	Lamiaceae	Teucrium pseudochamaepitys	RespFire	yes	categorical	measure	Buhk2005a	W	83
R01320	Lamiaceae	Teucrium pseudochamaepitys	RespFire	no	categorical	measure	Pausas1999b	W	NA
E04629	Lamiaceae	Teucrium pseudochamaepitys	RespFire	yes	categorical	experience	Cuenca	W	NA
E00799	Lamiaceae	Teucrium pseudochamaepitys	SeedBank	soil	categorical	measure	Murcia	W	NA
C01765	Lamiaceae	Teucrium pseudochamaepitys	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Trabaud1997	W	NA
C02678	Lamiaceae	Teucrium pseudochamaepitys	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Buhk2005b	W	NA
C04236	Lamiaceae	Teucrium pseudochamaepitys	SeedBankLong	transient/dor	semi-quantitative conditional	measure	Buhk2006a	W	NA
E00801	Lamiaceae	Teucrium pseudochamaepitys	SeedBankLong	at least short-persistent/bur	semi-quantitative conditional	measure	Buhk2008	W	NA
R03569	Lamiaceae	Teucrium pseudochamaepitys	SeedlEmerg	yes	categorical	experience	Trabaud1997	W	NA
E00802	Lamiaceae	Teucrium pseudochamaepitys	SeedlEmerg	low	semi-quantitative	measure	Murcia	W	789
R03105	Lamiaceae	Teucrium pseudochamaepitys	SeedlEmerg	yes	categorical	measure	Buhk2005a	W	789
R01041	Lamiaceae	Teucrium pumilum	RespFire	yes	categorical	measure	Abad1996	W	NA
R03741	Lamiaceae	Teucrium pumilum	SeedlEmerg	no	categorical	measure	Abad1996	W	NA
E02376	Lamiaceae	Thymus baeticus	MatSap	early	semi-quantitative	experience	Gibraltar	W	NA
E02375	Lamiaceae	Thymus baeticus	RespFire	no	semi-quantitative	experience	Gibraltar	W	NA
E00804	Lamiaceae	Thymus hyemalis	FruitType	dry	categorical	experience	Murcia	W	NA
E00805	Lamiaceae	Thymus hyemalis	Height	0.2	quantitative	measure	Murcia	W	NA
E00807	Lamiaceae	Thymus hyemalis	LeafPhenology	evergreen	categorical	experience	Murcia	W	NA
E00808	Lamiaceae	Thymus hyemalis	LeafShape	broad	categorical	experience	Murcia	W	NA
E00810	Lamiaceae	Thymus hyemalis	Propagule	fruit	categorical	experience	Murcia	W	NA
R00338	Lamiaceae	Thymus hyemalis	RespFire	no	categorical	measure	Buhk2005a	W	NA
